,thread_id,thread_title,thread_link,thread_author,thread_startDate,thread_replies,thread_views,post_id,post_username,post_userTitle,post_userNbMessages,post_userLikesReceived,post_userTrophyPoints,post_DateTime,post_like,post_agree,post_useful,post_funny,post_informative,post_friendly,post_optimistic,post_hug,post_number,post_messageText,post_quoteText
53550,thread-136178,Is weight loss the silver bullet?,https://www.diabetes.co.uk/forum/threads/is-weight-loss-the-silver-bullet.136178/,BB8.HG,"Feb 19, 2018",26,"2,568",post-1702738,BB8.HG,Type 2 Well-Known Member,86,163,73.0,"Feb 19, 2018 at 2:59 PM",0,0,0,0,0,0,0,0,#18,"I've tried very hard to make sure the changes are sustainable. I know I need to treat this as a lifestyle and not a diet. The only reason I'm talking in extremes is because my carb intake is drastically reduced (now around 30g carbs per day) and my go-to foods previously, even when losing weight were bread, all variety of baked goods, pasta, noodles etc and my diet was low fat. So for me LCHF has meant a big attitude shift towards food. Especially when low-fat, high-carb was what lost me 100lbs in the first place (although clearly my BG didn't like it...) Now the carb cravings are subsiding it's feeling more and more like this is something i'll be able to keep up long term.","kokhongw said: Remember that this is for the long haul. You need to be able to sustain and enjoy the chosen lifestyle. Otherwise the rebound may be more damaging. So it really depends what you mean when you have made extreme changes over the last couple of weeks to achieve the greatly improved post meal glucose. Many of us here found that carbs lite, fats friendly, insulin lowering lifestyle are sustainable. Quickly stabilize post meal glucose. Took a couple days of intermittent fasting to clear the fasting glucose reading. And have been able to maintain stable glucose/insulin levels since... Click to expand..."
226717,thread-28589,can someone explain?,https://www.diabetes.co.uk/forum/threads/can-someone-explain.28589/,riannbo,"Apr 16, 2012",4,753,post-265101,didie,Well-Known Member,729,22,38.0,"Apr 16, 2012 at 11:33 AM",0,0,0,0,0,0,0,0,#3,Hi Riannbo I got caught by this after doing cardiac workouts. It was a nasty shock to discover that intensive exercise puts my sugar levels up and I am sure that is why my Hb1Ac has not dropped as much as I thought it would when I was tested a couple of weeks ago. Phoenix posted this great link that helped me. http://www.runsweet.com/HeartRate.html,
14656,thread-155959,Sleeping (how Many Hours Did You Sleep Last Night?),https://www.diabetes.co.uk/forum/threads/sleeping-how-many-hours-did-you-sleep-last-night.155959/,mike.sobhy,"Sep 2, 2018",183,"51,044",post-1890312,zand,Type 2 Expert,"8,757","15,184",198.0,"Oct 1, 2018 at 9:54 AM",0,0,0,0,0,0,0,0,#117,"I turn off our Wi-Fi every night, I'm not sure if this gives me a better night's sleep or not as I haven't really monitored it properly.","Brunneria said: Been away for a week, without wifi, so my sleep app not working. Click to expand..."
195584,thread-51061,LUISA OR EVANDER TO WIN.,https://www.diabetes.co.uk/forum/threads/luisa-or-evander-to-win.51061/,Q007,"Jan 9, 2014",5,400,post-461568,mrman,Type 1 Well-Known Member,"2,420","2,674",198.0,"Jan 10, 2014 at 11:45 PM",2,0,0,0,0,0,0,0,#6,One down Sent from the Diabetes Forum App,
224214,thread-27154,Excessively cold after hypo,https://www.diabetes.co.uk/forum/threads/excessively-cold-after-hypo.27154/,imogen70,"Feb 25, 2012",9,"3,317",post-251129,copepod,Type 1 Well-Known Member,735,363,103.0,"Feb 26, 2012 at 3:38 PM",0,0,0,0,0,0,0,0,#2,"I have noticed that I feel the cold more after going hypo - and being cold made me more likely have lower blood glucose levels until I realised and made a point of eating extra if I was somewhere cold for any length of time. While insulatating clothes are important, I find that to rectify feeling cold, a hot drink (always carry a vaccuum flask in the hills!) and / or jumping until warm were m ore effective. And, when I first got a partner after diagnosis (as a 30 year old, slow onset), I found myself wanting cuddles after a bedtime hypo, because of feeling cold",
194039,thread-52317,The FNG,https://www.diabetes.co.uk/forum/threads/the-fng.52317/,Cassidy,"Feb 1, 2014",9,947,post-474597,Cassidy,Type 2 Member,6,0,41.0,"Feb 1, 2014 at 10:29 PM",0,0,0,0,0,0,0,0,#8,"Thanks for the quick response. I recently gave up beer anyway, and vodka and soda are my weapons of choice. But I spotted somewhere that the body metabolises alcohols like sugar, thus messing with your BG.. Is this true, and would straight vodka mess with my BG? Sent from the Diabetes Forum App",
250894,thread-10738,Demoralised and giving up!,https://www.diabetes.co.uk/forum/threads/demoralised-and-giving-up.10738/,valattrevear,"Sep 30, 2009",39,"3,605",post-105445,hanadr,Expert,"8,157",332,103.0,"Oct 29, 2009 at 6:08 PM",0,0,0,0,0,0,0,0,#34,"Make a good personal food diary in an Excel spread sheet. you can leave space or loads of other things, such as exercise in the right places. Hana",
120472,thread-103584,What does the UK leaving the EU mean for us?,https://www.diabetes.co.uk/forum/threads/what-does-the-uk-leaving-the-eu-mean-for-us.103584/,notafanofsugar,"Jun 24, 2016",730,"46,218",post-1196640,SunnyExpat,Prefer not to say Well-Known Member,"2,230","1,703",178.0,"Jul 5, 2016 at 9:07 PM",0,1,0,0,0,0,0,0,#575,"It looks like May is going to walk it, another Margaret Thatcher on the way.",
165922,thread-67212,Autonomic Neuropathy,https://www.diabetes.co.uk/forum/threads/autonomic-neuropathy.67212/,Shecat,"Nov 11, 2014",10,925,post-688629,donnellysdogs,Type 1 Master,"13,206","12,463",298.0,"Nov 27, 2014 at 12:04 AM",0,0,0,0,0,0,0,0,#9,I'm glad they weren't!! Still had 58 out of the 60 still in me after 5 days!!!,
112970,thread-106726,Can A Person With Readings Around 6 Mmol Live A Long Healthy Life?,https://www.diabetes.co.uk/forum/threads/can-a-person-with-readings-around-6-mmol-live-a-long-healthy-life.106726/,Debmcgee,"Aug 22, 2016",21,"3,447",post-1241674,AndBreathe,I reversed my Type 2 Expert,"9,664","15,724",178.0,"Aug 31, 2016 at 8:37 PM",0,0,0,0,0,0,0,0,#13,Mine usually has both metrics. I had just assumed everyone's would.,Debmcgee said: On my last results they still had percentage. Click to expand...
37384,thread-151579,Calling All You Lovely Low Carbers,https://www.diabetes.co.uk/forum/threads/calling-all-you-lovely-low-carbers.151579/,Diakat,"Jun 17, 2018",42,"4,029",post-1814373,Tipetoo,Type 2 Expert,"6,517","9,422",198.0,"Jun 18, 2018 at 12:08 AM",1,0,0,0,0,0,0,0,#21,"Thanks for the tips, I do nor need to lose weight though as I have stabilised my weight at 95 kg. Just going to try it for the different taste / texture.",Guzzler said: Try a little bit (a few dots) with scrambled eggs or spread on low carb bread (toasted) of your choice. Because it's a soft cheese you need to be careful of the amounts you use but I still lost weight using it to snack on. Click to expand...
169770,thread-66096,"On a pump, every 2 - 3months control goes completely with ketones + highs",https://www.diabetes.co.uk/forum/threads/on-a-pump-every-2-3months-control-goes-completely-with-ketones-highs.66096/,September 08,"Oct 20, 2014",9,601,post-657813,donnellysdogs,Type 1 Master,"13,206","12,463",298.0,"Oct 20, 2014 at 8:52 PM",0,0,0,0,0,0,0,0,#2,"Hi Sorry you had to join forum (so to speak!!). Our bloods do change. There are rules to follow for high's.. Does your son follow these rules? Ie A) over 12, and you may well have to give more correction dose? B) Check the needle inside the connector if using rapid d's.... These can bend without necessarily knowing it. I only got told this a couple months ago after 4 years of accuchek pumping. Apparently that is a large reason for unknown highs. C) change everything as soon as an unexplained high occurs. I man everything. D) finally going to use a pen to deliver a correction dosage. E) testing at least every 2 hours at least, even when sleeping F) if the sets are a tad uncomfy when putting in, does he still put them in or does he change area? If they aren't 100% comfy then my logic is ""with any pain, set change. Finally, some sets can be faulty... Or hitting bad sites, or the lueur lock has become loosened accidentally. I had a batch of tubes which the lueur locks loosened and caused hassle. I had a number of sets that caused problems. I always report every problem to accuchek if it isn't my fault. They take a note of batch numbers, what you have done etc and will listen to you and if there are problems will send you replacement sets /tubes or even pump if necessary. It is important to tell accuchek if you have unexplained highs and they aren't down to a bad site, blood in tube etc. Also, flexlink plastic sets don't always give 100% good readings... For me and others I know of the rapid d's do give more consistent readings and less occlusions. Most people I know also use their 6mm rapid d sets. Don't get me wrong, you can still get problems and I have reported them from day one myself from when I realised a set (since withdrawn) was faulty....",
133064,thread-92428,What is the health goal here?,https://www.diabetes.co.uk/forum/threads/what-is-the-health-goal-here.92428/,intelligenteating,"Feb 10, 2016",81,"5,290",post-1058808,Barry Holt,Type 2 Well-Known Member,251,"1,328",158.0,"Feb 10, 2016 at 6:19 PM",0,0,0,0,0,0,0,0,#77,"I'm buying neither perhaps Admin will be along to shut him down,all these people hide behind the cloak of tech.just like all these kids being abused owner the Internet,hopefully we are too long in the tooth to be fooled",
118959,thread-103569,diabetic register query,https://www.diabetes.co.uk/forum/threads/diabetic-register-query.103569/,Gardengnome,"Jun 23, 2016",5,818,post-1186781,Gardengnome,Don't have diabetes Well-Known Member,114,57,68.0,"Jun 23, 2016 at 11:51 PM",2,0,0,0,0,0,0,0,#1,"I read on the forum about someone who reduced their HbA1c from 58 to 38 in 3 months and they were told that if in another 3 months they could reduce it to 32 they would be taken off the register. My question is this: I am not diabetic but 3 years ago had a health check and was found to have high blood pressure. sometime later I discovered that the HbA1c taken as part of the check had been 42 yet nobody had said anything to me, they just focussed on the blood pressure. I was alarmed and they gave me another test expecting it to be lower as I had altered my life style somewhat in regard to the blood pressure. It was exactly the same but they said not to worry I wasn't diabetic - ""Just watch your diet"" I was told. No instructions, just watch it !! About a year later I had another test, for the blood pressure drugs I think, and this time it was 39. So I am wondering, why was the forum reader still considered a diabetic with an A1c of 38 and not eligible for removal from the register until it dropped to 32? Where do I stand with a reading of 39, and more to the point where did I stand with a reading of 42?",
247425,thread-14083,Statins and diabetes,https://www.diabetes.co.uk/forum/threads/statins-and-diabetes.14083/,diabeticmum,"Mar 30, 2010",6,941,post-128029,diabeticmum,Member,16,0,21.0,"Mar 30, 2010 at 12:40 PM",0,0,0,0,0,0,0,0,#1,"I have just been for my six month annual review, my cholestrol readings have always been normal, usually on 4. This time it was 4.7, so my doctor has put me straight on to statins. He has given me a perscription for 40mg of simvastatin, which seem pretty high to me. I don't really want to take them, my husband used to take these, and he was constantly tired, and had muscle aches. He is now on a different brand. Just because I am type 1 diabetic, I have to automatically go on to statins, I have been told its a preventive measure, just to be on the safe side were the doctor's words. Statins do have side effects, and simvastatin has had a lot of bad press. I have a good diet, and apart from my diabetes have no other health problems. Is this justified? Any replies much appreicated.",
57217,thread-134866,Metformin and memory loss / fuzzy head,https://www.diabetes.co.uk/forum/threads/metformin-and-memory-loss-fuzzy-head.134866/,mattbrad,"Jan 31, 2018",17,"4,419",post-1685617,Resurgam,Type 2 (in remission!) Expert,"5,925","3,881",198.0,"Jan 31, 2018 at 8:27 PM",0,0,0,0,0,0,0,0,#13,"I took Metformin and a statin for 5 weeks at the end of 2016 - it had a devastating effect on my memory and ability to find the car in the supermarket car park - if you are having problems I'd say stop taking the tablets at once - things can only get worse and it has taken a year to start to see old abilities coming back. I used to be a folk singer, now I can still sing, but have to read the words, and sometimes strange things happen to the tunes, but at the little folk club I go to they are sympathetic with such problems.",
